eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
77.0,-1.46,74.13,-1.04,979,0.004926922,0.053568523,2.6077793,-0.005727476,0.10268038,0.47422468662261963,16,4096,264.2192737590012,262144
77.57,-1.18,75.87,-1.28,956,0.004129181,0.03849284,2.6094882,-0.0059233475,0.07933953,0.5152993500232697,17,4352,281.3511436560002,278528
77.08,-1.48,78.43,-1.4,954,0.00425075,0.037902832,2.6121356,-0.006097497,0.08769232,0.4397934675216675,18,4608,298.51919158000055,294912
79.38,-1.19,78.74,-1.14,917,0.005260637,0.05908203,2.6007679,-0.007054224,0.10256449,0.45776283740997314,19,4864,316.3849154280015,311296
77.99,-0.91,74.57,-0.9,984,0.006397924,0.07484945,2.5942042,-0.005522441,0.078841455,0.4776913523674011,20,5120,333.02136363200043,327680
74.91,-1.0,72.84,-1.18,972,0.0049710893,0.048706055,2.5774689,-0.0074342825,0.08459406,0.5176010429859161,21,5376,349.87309006800024,344064
69.7,-1.43,79.13,-1.16,977,0.0058387257,0.06750488,2.559511,-0.010293701,0.083949685,0.5362071692943573,22,5632,366.64058550499976,360448
77.27,-0.72,74.13,-1.04,965,0.0053006746,0.05739339,2.5585992,-0.010433748,0.06550909,0.5252576470375061,23,5888,383.610784333001,376832
74.92,-0.92,71.63,-0.86,935,0.006505968,0.08005778,2.5556421,-0.011306862,0.061477672,0.38247209787368774,24,6144,401.1251216060009,393216
77.64,-1.04,73.15,-0.95,963,0.0071046283,0.08968099,2.5680163,-0.011173428,0.07824924,0.4571700096130371,25,6400,418.12988374999986,409600
81.69,-0.99,75.35,-0.68,940,0.006958876,0.08394369,2.571301,-0.013387221,0.0788639,0.4523758888244629,26,6656,435.5462648820012,425984
71.85,-0.56,73.05,-0.74,961,0.0086111855,0.1134847,2.543762,-0.012728624,0.07405578,0.4617367386817932,27,6912,452.5869276370013,442368
76.88,-0.94,76.86,-0.82,941,0.0077661923,0.09830729,2.568586,-0.013278719,0.079890214,0.4197918772697449,28,7168,469.9990818990009,458752
78.05,-0.22,75.5,-0.94,965,0.006938752,0.08526611,2.555502,-0.012269784,0.067730024,0.3740280270576477,29,7424,486.96972613900107,475136
76.74,-0.43,74.34,-0.41,940,0.007736364,0.10168457,2.5430934,-0.0135705,0.08238233,0.3926120400428772,30,7680,504.39409159200113,491520
73.15,-0.48,75.24,-0.41,950,0.008412437,0.10799154,2.543338,-0.014889542,0.06509366,0.39262908697128296,31,7936,521.640904422,507904
78.11,-0.26,76.9,-0.63,949,0.008021201,0.10229492,2.5465124,-0.015244193,0.056905806,0.35929685831069946,32,8192,538.904317167,524288
76.49,-0.46,72.85,-0.32,957,0.009692392,0.12575276,2.5068119,-0.016309453,0.06784612,0.36399710178375244,33,8448,556.011852081001,540672
79.7,-0.13,76.04,0.04,958,0.009641857,0.12485758,2.5319562,-0.014956196,0.058547456,0.2565345764160156,34,8704,573.1086838690007,557056
79.0,-0.31,74.37,-0.42,952,0.009262983,0.12058512,2.5360262,-0.016884193,0.063024335,0.311881422996521,35,8960,590.3027985820008,573440
75.79,-0.17,74.58,0.07,939,0.009422665,0.11867269,2.5536554,-0.015203804,0.06529658,0.31437504291534424,36,9216,607.7445745990008,589824
79.21,-0.55,77.91,-0.1,965,0.010379211,0.13647461,2.5425467,-0.016746815,0.0702852,0.3340279459953308,37,9472,624.7089077979999,606208
77.23,0.22,76.77,-0.23,947,0.009934164,0.12967937,2.5485673,-0.016491992,0.061279032,0.3399221897125244,38,9728,642.0027485940009,622592
74.05,-0.28,79.81,0.18,955,0.009411821,0.11702474,2.550933,-0.017581234,0.078087084,0.2796763777732849,39,9984,659.1509628620006,638976
78.48,-0.48,77.59,0.32,931,0.0090690935,0.11494955,2.5585198,-0.016605353,0.053196993,0.24894440174102783,40,10240,676.7396460159998,655360
78.38,-0.29,74.71,0.0,960,0.010645195,0.13283284,2.5530949,-0.01858385,0.077892125,0.28096890449523926,41,10496,693.8048090560005,671744
73.78,0.4,76.94,-0.01,936,0.010914947,0.14455159,2.5345752,-0.017057639,0.053421956,0.22789371013641357,42,10752,711.3064377850005,688128
82.45,-0.13,77.17,0.25,946,0.011901061,0.158549,2.5233352,-0.018148473,0.07776686,0.256217360496521,43,11008,728.6149650330008,704512
77.2,-0.05,75.2,0.07,923,0.010938679,0.13895671,2.5270207,-0.016487757,0.078878514,0.23453867435455322,44,11264,746.3585877170008,720896
80.36,-0.21,78.65,0.23,960,0.012986326,0.16908772,2.521588,-0.017886288,0.08390326,0.29818570613861084,45,11520,763.4116206140006,737280
84.14,0.2,77.05,0.16,976,0.013968218,0.17323811,2.5113065,-0.017367043,0.08519099,0.29987841844558716,46,11776,780.1903343110007,753664
